# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.cachedValue.from.cache.count,1748961636302000000,1748961696302000000,4
workspaceModel.cachedValueWithParameters.clear.count,1748961636302000000,1748961696302000000,0
workspaceModel.workspaceFileIndexData.instances.count,1748961636302000000,1748961696302000000,0
workspaceModel.pre.handlers.ms,1748961636302000000,1748961696302000000,0
workspaceModel.init.bridges.ms,1748961636302000000,1748961696302000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1748961636302000000,1748961696302000000,0
workspaceModel.updates.ms,1748961636302000000,1748961696302000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1748961636302000000,1748961696302000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1748961636302000000,1748961696302000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1748961636302000000,1748961696302000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1748961636302000000,1748961696302000000,0
workspaceModel.on.before.changed.ms,1748961636302000000,1748961696302000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1748961636302000000,1748961696302000000,0
workspaceModel.updates.count,1748961636302000000,1748961696302000000,0
workspaceModel.collect.changes.ms,1748961636302000000,1748961696302000000,0
workspaceModel.workspaceFileIndexData.processFileSets.ms,1748961636302000000,1748961696302000000,0
workspaceModel.cachedValue.total.get.count,1748961636302000000,1748961696302000000,4
workspaceModel.to.snapshot.ms,1748961636302000000,1748961696302000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1748961636302000000,1748961696302000000,0
workspaceModel.cachedValue.calculated.count,1748961636302000000,1748961696302000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1748961636302000000,1748961696302000000,0
workspaceModel.loading.total.ms,1748961636302000000,1748961696302000000,0
workspaceModel.on.changed.ms,1748961636302000000,1748961696302000000,0
workspaceModel.workspaceFileIndexData.init.ms,1748961636302000000,1748961696302000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1748961636302000000,1748961696302000000,0
workspaceModel.initializing.ms,1748961636302000000,1748961696302000000,0
workspaceModel.loading.from.cache.ms,1748961636302000000,1748961696302000000,0
workspaceModel.replace.project.model.ms,1748961636302000000,1748961696302000000,0
workspaceModel.check.recursive.update.ms,1748961636302000000,1748961696302000000,0
workspaceModel.full.replace.project.model.ms,1748961636302000000,1748961696302000000,0
Indexing.totalTimeIndexersSleptMs,1748961636302000000,1748961696302000000,0
Indexes.entries.lookupDuration90PMs,1748961636302000000,1748961696302000000,0.0
Indexes.entries.lookups,1748961636302000000,1748961696302000000,0
Indexes.stubs.lookupDurationMaxMs,1748961636302000000,1748961696302000000,0.0
Indexing.writer_3.totalTimeSpentWritingMs,1748961636302000000,1748961696302000000,0
Indexing.writer_2.totalTimeSpentWritingMs,1748961636302000000,1748961696302000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1748961636302000000,1748961696302000000,0
Indexing.cache.totalCacheMisses,1748961636302000000,1748961696302000000,0
Indexing.writesQueuedMin,1748961636302000000,1748961696302000000,0
Indexing.writesQueuedAvg,1748961636302000000,1748961696302000000,0.0
Indexing.cache.totalCacheEvicted,1748961636302000000,1748961696302000000,0
Indexes.allKeys.lookupDurationAvgMs,1748961636302000000,1748961696302000000,0.0
Indexes.stubs.lookupDuration90PMs,1748961636302000000,1748961696302000000,0.0
Indexes.allKeys.lookupDuration90PMs,1748961636302000000,1748961696302000000,0.0
Indexes.entries.lookupDurationMaxMs,1748961636302000000,1748961696302000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1748961636302000000,1748961696302000000,0.0
Indexes.stubs.lookups,1748961636302000000,1748961696302000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1748961636302000000,1748961696302000000,0
Indexing.cache.totalCacheAccesses,1748961636302000000,1748961696302000000,0
Indexes.entries.lookupDurationAvgMs,1748961636302000000,1748961696302000000,0.0
Indexing.writesQueuedMax,1748961636302000000,1748961696302000000,0
Indexes.allKeys.lookups,1748961636302000000,1748961696302000000,0
Indexes.stubs.lookupDurationAvgMs,1748961636302000000,1748961696302000000,0.0
cacheStateStorage.set.counter,1748961636302000000,1748961696302000000,26
cacheStateStorage.set.duration,1748961636302000000,1748961696302000000,1
cacheStateStorage.get.duration,1748961636302000000,1748961696302000000,0
cacheStateStorage.get.counter,1748961636302000000,1748961696302000000,0
WriteAction.executionsCount,1748961636302000000,1748961696302000000,0
AWTEventQueue.dispatchTimeMaxNs,1748961636302000000,1748961696302000000,325631
NonBlockingReadAction.finalizedExecutionTimeUs,1748961636302000000,1748961696302000000,0
AWTEventQueue.eventsDispatched,1748961636302000000,1748961696302000000,11
AWTEventQueue.dispatchTimeTotalNS,1748961636302000000,1748961696302000000,2733019
FlushQueue.executionTimeAvgNs,1748961636302000000,1748961696302000000,97163.63636363637
FlushQueue.queueSizeMax,1748961636302000000,1748961696302000000,0
FlushQueue.executionTimeMaxNs,1748961636302000000,1748961696302000000,148479
AWTEventQueue.dispatchTime90PNs,1748961636302000000,1748961696302000000,290815
FlushQueue.queueSizeAvg,1748961636302000000,1748961696302000000,0.0
AWTEventQueue.dispatchTimeAvgNs,1748961636302000000,1748961696302000000,248366.54545454544
FlushQueue.executionTime90PNs,1748961636302000000,1748961696302000000,123391
FlushQueue.queueSize90P,1748961636302000000,1748961696302000000,0
ReadAction.executionsCount,1748961636302000000,1748961696302000000,393
NonBlockingReadAction.finalizedExecutionsCount,1748961636302000000,1748961696302000000,0
NonBlockingReadAction.failedExecutionTimeUs,1748961636302000000,1748961696302000000,0
FlushQueue.waitingTime90PNs,1748961636302000000,1748961696302000000,329727
FlushQueue.tasksExecuted,1748961636302000000,1748961696302000000,11
FlushQueue.waitingTimeMaxNs,1748961636302000000,1748961696302000000,342015
NonBlockingReadAction.failedExecutionsCount,1748961636302000000,1748961696302000000,0
FlushQueue.waitingTimeAvgNs,1748961636302000000,1748961696302000000,255534.54545454544
FilePageCache.pageFastCacheHits,1748961636302000000,1748961696302000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1748961636302000000,1748961696302000000,16181
MappedFileStorage.storages,1748961636302000000,1748961696302000000,15
StreamlinedBlobStorage.recordsRelocated,1748961636302000000,1748961696302000000,0
FilePageCache.totalPageLoadsUs,1748961636302000000,1748961696302000000,0
DirectByteBufferAllocator.disposed,1748961636302000000,1748961696302000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1748961636302000000,1748961696302000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1748961636302000000,1748961696302000000,0
StorageLockContext.competingThreads.avg,1748961636302000000,1748961696302000000,0.0
FilePageCache.disposedBuffers,1748961636302000000,1748961696302000000,0
StreamlinedBlobStorage.recordsDeleted,1748961636302000000,1748961696302000000,0
FilePageCache.maxCacheSizeInBytes,1748961636302000000,1748961696302000000,629145600
FilePageCache.pageLoadsAboveSizeThreshold,1748961636302000000,1748961696302000000,0
FilePageCache.capacityInBytes,1748961636302000000,1748961696302000000,629145600
FilePageCache.totalPageDisposalsUs,1748961636302000000,1748961696302000000,0
FilePageCache.uncachedFileAccess,1748961636302000000,1748961696302000000,0
StorageLockContext.competingThreads.90P,1748961636302000000,1748961696302000000,0
DirectByteBufferAllocator.hits,1748961636302000000,1748961696302000000,0
DirectByteBufferAllocator.misses,1748961636302000000,1748961696302000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1748961636302000000,1748961696302000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1748961636302000000,1748961696302000000,0
FilePageCache.pageHits,1748961636302000000,1748961696302000000,0
MappedFileStorage.totalBytesMapped,1748961636302000000,1748961696302000000,198443008
FilePageCache.maxRegisteredFiles,1748961636302000000,1748961696302000000,4606
DirectByteBufferAllocator.reclaimed,1748961636302000000,1748961696302000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1748961636302000000,1748961696302000000,629145600
StorageLockContext.competingThreads.max,1748961636302000000,1748961696302000000,0
MappedFileStorage.totalPagesMapped,1748961636302000000,1748961696302000000,15
FilePageCache.pageLoads,1748961636302000000,1748961696302000000,0
StreamlinedBlobStorage.recordsAllocated,1748961636302000000,1748961696302000000,0
JVM.maxHeapBytes,1748961636302000000,1748961696302000000,891289600
JVM.totalBytesAllocated,1748961636302000000,1748961696302000000,65551952
MEM.ramMinusFileMappingsBytes,1748961636302000000,1748961696302000000,1829957632
JVM.threadCount,1748961636302000000,1748961696302000000,53
JVM.committedHeapBytes,1748961636302000000,1748961696302000000,688914432
JVM.GC.collections,1748961636302000000,1748961696302000000,0
MEM.fileMappingsRamBytes,1748961636302000000,1748961696302000000,536268800
JVM.GC.collectionTimesMs,1748961636302000000,1748961696302000000,0
OS.loadAverage,1748961636302000000,1748961696302000000,1.396484375
JVM.totalTimeToSafepointsMs,1748961636302000000,1748961696302000000,0
JVM.totalTimeAtSafepointsMs,1748961636302000000,1748961696302000000,5
MEM.ramPlusSwapMinusFileMappingsBytes,1748961636302000000,1748961696302000000,1829957632
JVM.newThreadsCount,1748961636302000000,1748961696302000000,1
JVM.totalSafepointCount,1748961636302000000,1748961696302000000,13
JVM.maxThreadCount,1748961636302000000,1748961696302000000,86
JVM.usedNativeBytes,1748961636302000000,1748961696302000000,308960256
MEM.ramBytes,1748961636302000000,1748961696302000000,2371465216
JVM.usedHeapBytes,1748961636302000000,1748961696302000000,542740400
JVM.totalCpuTimeMs,1748961636302000000,1748961696302000000,1230
JVM.totalDirectByteBuffersBytes,1748961636302000000,1748961696302000000,629407620
compiler.ArtifactManagerBridge.getArtifacts.ms,1748961636302000000,1748961696302000000,0
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1748961636302000000,1748961696302000000,0
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1748961636302000000,1748961696302000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1748961636302000000,1748961696302000000,0
compiler.ArtifactManagerBridge.commit.ms,1748961636302000000,1748961696302000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1748961636302000000,1748961696302000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1748961636302000000,1748961696302000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1748961636302000000,1748961696302000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1748961636302000000,1748961696302000000,0
writeAction.max.wait.ms,1748961636302000000,1748961696302000000,77
writeAction.wait.ms,1748961636302000000,1748961696302000000,0
DiskQueryRelay.tasksExecuted,1748961636302000000,1748961696302000000,0
DiskQueryRelay.taskWaitingTotalTimeUs,1748961636302000000,1748961696302000000,0
writeAction.median.wait.ms,1748961636302000000,1748961696302000000,0
writeAction.count,1748961636302000000,1748961696302000000,0
DiskQueryRelay.taskExecutionTotalTimeUs,1748961636302000000,1748961696302000000,0
DiskQueryRelay.tasksRequested,1748961636302000000,1748961696302000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1748961636302000000,1748961696302000000,0
jps.save.changed.project.entities.ms,1748961636302000000,1748961696302000000,1
jps.global.get.library.ms,1748961636302000000,1748961696302000000,0
workspaceModel.orphan.listener.update.ms,1748961636302000000,1748961696302000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1748961636302000000,1748961696302000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1748961636302000000,1748961696302000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1748961636302000000,1748961696302000000,0
workspaceModel.global.apply.state.to.project.ms,1748961636302000000,1748961696302000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1748961636302000000,1748961696302000000,0
jps.global.initialize.library.bridges.after.loading.ms,1748961636302000000,1748961696302000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1748961636302000000,1748961696302000000,0
jps.module.iml.entities.serializer.load.entities.ms,1748961636302000000,1748961696302000000,0
workspaceModel.load.cache.from.file.ms,1748961636302000000,1748961696302000000,0
jps.facet.change.listener.before.change.events.ms,1748961636302000000,1748961696302000000,0
jps.app.storage.content.writer.save.component.ms,1748961636302000000,1748961696302000000,0
jps.app.storage.content.reader.load.component.ms,1748961636302000000,1748961696302000000,0
jps.global.initialize.library.bridges.ms,1748961636302000000,1748961696302000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1748961636302000000,1748961696302000000,0
jps.load.initial.state.ms,1748961636302000000,1748961696302000000,0
jps.project.serializers.save.ms,1748961636302000000,1748961696302000000,1
workspaceModel.mutableEntityStorage.instances.count,1748961636302000000,1748961696302000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1748961636302000000,1748961696302000000,0
jps.artifact.entities.serializer.save.entities.ms,1748961636302000000,1748961696302000000,0
workspaceModel.moduleBridge.before.changed.ms,1748961636302000000,1748961696302000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1748961636302000000,1748961696302000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1748961636302000000,1748961696302000000,0
workspaceModel.global.updates.ms,1748961636302000000,1748961696302000000,0
jps.global.get.library.by.name.ms,1748961636302000000,1748961696302000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1748961636302000000,1748961696302000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1748961636302000000,1748961696302000000,0
jps.global.handle.before.change.events.ms,1748961636302000000,1748961696302000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1748961636302000000,1748961696302000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1748961636302000000,1748961696302000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1748961636302000000,1748961696302000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1748961636302000000,1748961696302000000,0
jps.project.serializers.load.ms,1748961636302000000,1748961696302000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1748961636302000000,1748961696302000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1748961636302000000,1748961696302000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1748961636302000000,1748961696302000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1748961636302000000,1748961696302000000,0
workspaceModel.do.save.caches.ms,1748961636302000000,1748961696302000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1748961636302000000,1748961696302000000,0
workspaceModel.sync.entities.ms,1748961636302000000,1748961696302000000,0
workspaceModel.moduleBridge.update.option.ms,1748961636302000000,1748961696302000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1748961636302000000,1748961696302000000,0
workspaceModel.global.updates.count,1748961636302000000,1748961696302000000,0
jps.library.entities.serializer.save.entities.ms,1748961636302000000,1748961696302000000,0
jps.facet.change.listener.process.change.events.ms,1748961636302000000,1748961696302000000,0
jps.global.handle.changed.events.ms,1748961636302000000,1748961696302000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1748961636302000000,1748961696302000000,0
jps.load.project.to.empty.storage.ms,1748961636302000000,1748961696302000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1748961636302000000,1748961696302000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1748961636302000000,1748961696302000000,0
workspaceModel.load.cache.metadata.from.file.ms,1748961636302000000,1748961696302000000,0
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1748961636302000000,1748961696302000000,0
jps.module.iml.entities.serializer.save.entities.ms,1748961636302000000,1748961696302000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1748961636302000000,1748961696302000000,0
jps.storage.jps.conf.reader.load.component.ms,1748961636302000000,1748961696302000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1748961636302000000,1748961696302000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1748961636302000000,1748961696302000000,0
jps.library.entities.serializer.load.entities.ms,1748961636302000000,1748961696302000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1748961636302000000,1748961696302000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1748961636302000000,1748961696302000000,0
jps.global.get.libraries.ms,1748961636302000000,1748961696302000000,0
jps.artifact.entities.serializer.load.entities.ms,1748961636302000000,1748961696302000000,0
jps.facet.change.listener.init.bridge.ms,1748961636302000000,1748961696302000000,0
jps.apply.loaded.storage.ms,1748961636302000000,1748961696302000000,0
workspaceModel.save.cache.to.file.ms,1748961636302000000,1748961696302000000,0
jps.reload.project.entities.ms,1748961636302000000,1748961696302000000,0
workspaceModel.mutableEntityStorage.entities.ms,1748961636302000000,1748961696302000000,0
jps.save.global.entities.ms,1748961636302000000,1748961696302000000,0
VFS.fileByIdCache.misses,1748961636302000000,1748961696302000000,0
VFS.invertedFileNameIndex.requests,1748961636302000000,1748961696302000000,0
VFS.contentStorage.recordsUncompressedSize,1748961636302000000,1748961696302000000,0
VFS.contentStorage.recordsReadDecompressed,1748961636302000000,1748961696302000000,0
VFS.contentStorage.recordsStoredSize,1748961636302000000,1748961696302000000,0
VFS.fileChildByName,1748961636302000000,1748961696302000000,0
VFS.folderCaseSensitivityReads,1748961636302000000,1748961696302000000,0
VFS.contentStorage.recordsDecompressionTimeUs,1748961636302000000,1748961696302000000,0
VFS.fileByIdCache.hits,1748961636302000000,1748961696302000000,0
FileNameCache.totalMisses,1748961636302000000,1748961696302000000,0
VFS.contentStorage.recordsRead,1748961636302000000,1748961696302000000,0
FileNameCache.queries,1748961636302000000,1748961696302000000,0
VFS.contentStorage.recordsReadSize,1748961636302000000,1748961696302000000,0
VFS.contentStorage.recordsStoredCompressed,1748961636302000000,1748961696302000000,0
VFS.contentStorage.recordsDeduplicated,1748961636302000000,1748961696302000000,0
VFS.contentStorage.recordsStored,1748961636302000000,1748961696302000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1748961696302000000,1748961756302000000,1
workspaceModel.cachedValue.clear.count,1748961696302000000,1748961756302000000,0
workspaceModel.update.unloaded.entities.ms,1748961696302000000,1748961756302000000,0
workspaceModel.updates.precise.ms,1748961696302000000,1748961756302000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1748961696302000000,1748961756302000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1748961696302000000,1748961756302000000,0
workspaceModel.cachedValue.from.cache.count,1748961696302000000,1748961756302000000,24
workspaceModel.cachedValueWithParameters.clear.count,1748961696302000000,1748961756302000000,0
workspaceModel.workspaceFileIndexData.instances.count,1748961696302000000,1748961756302000000,0
workspaceModel.pre.handlers.ms,1748961696302000000,1748961756302000000,0
workspaceModel.init.bridges.ms,1748961696302000000,1748961756302000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1748961696302000000,1748961756302000000,0
workspaceModel.updates.ms,1748961696302000000,1748961756302000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1748961696302000000,1748961756302000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1748961696302000000,1748961756302000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1748961696302000000,1748961756302000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1748961696302000000,1748961756302000000,0
workspaceModel.on.before.changed.ms,1748961696302000000,1748961756302000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1748961696302000000,1748961756302000000,28
workspaceModel.updates.count,1748961696302000000,1748961756302000000,0
workspaceModel.collect.changes.ms,1748961696302000000,1748961756302000000,0
workspaceModel.workspaceFileIndexData.processFileSets.ms,1748961696302000000,1748961756302000000,0
workspaceModel.cachedValue.total.get.count,1748961696302000000,1748961756302000000,24
workspaceModel.to.snapshot.ms,1748961696302000000,1748961756302000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1748961696302000000,1748961756302000000,0
workspaceModel.cachedValue.calculated.count,1748961696302000000,1748961756302000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1748961696302000000,1748961756302000000,0
workspaceModel.loading.total.ms,1748961696302000000,1748961756302000000,0
workspaceModel.on.changed.ms,1748961696302000000,1748961756302000000,0
workspaceModel.workspaceFileIndexData.init.ms,1748961696302000000,1748961756302000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1748961696302000000,1748961756302000000,0
workspaceModel.initializing.ms,1748961696302000000,1748961756302000000,0
workspaceModel.loading.from.cache.ms,1748961696302000000,1748961756302000000,0
workspaceModel.replace.project.model.ms,1748961696302000000,1748961756302000000,0
workspaceModel.check.recursive.update.ms,1748961696302000000,1748961756302000000,0
workspaceModel.full.replace.project.model.ms,1748961696302000000,1748961756302000000,0
Indexing.totalTimeIndexersSleptMs,1748961696302000000,1748961756302000000,0
Indexes.entries.lookupDuration90PMs,1748961696302000000,1748961756302000000,0.0
Indexes.entries.lookups,1748961696302000000,1748961756302000000,0
Indexes.stubs.lookupDurationMaxMs,1748961696302000000,1748961756302000000,0.0
Indexing.writer_3.totalTimeSpentWritingMs,1748961696302000000,1748961756302000000,0
Indexing.writer_2.totalTimeSpentWritingMs,1748961696302000000,1748961756302000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1748961696302000000,1748961756302000000,0
Indexing.cache.totalCacheMisses,1748961696302000000,1748961756302000000,0
Indexing.writesQueuedMin,1748961696302000000,1748961756302000000,0
Indexing.writesQueuedAvg,1748961696302000000,1748961756302000000,0.0
Indexing.cache.totalCacheEvicted,1748961696302000000,1748961756302000000,0
Indexes.allKeys.lookupDurationAvgMs,1748961696302000000,1748961756302000000,0.0
Indexes.stubs.lookupDuration90PMs,1748961696302000000,1748961756302000000,0.0
Indexes.allKeys.lookupDuration90PMs,1748961696302000000,1748961756302000000,0.0
Indexes.entries.lookupDurationMaxMs,1748961696302000000,1748961756302000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1748961696302000000,1748961756302000000,0.0
Indexes.stubs.lookups,1748961696302000000,1748961756302000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1748961696302000000,1748961756302000000,0
Indexing.cache.totalCacheAccesses,1748961696302000000,1748961756302000000,0
Indexes.entries.lookupDurationAvgMs,1748961696302000000,1748961756302000000,0.0
Indexing.writesQueuedMax,1748961696302000000,1748961756302000000,0
Indexes.allKeys.lookups,1748961696302000000,1748961756302000000,0
Indexes.stubs.lookupDurationAvgMs,1748961696302000000,1748961756302000000,0.0
cacheStateStorage.set.counter,1748961696302000000,1748961756302000000,26
cacheStateStorage.set.duration,1748961696302000000,1748961756302000000,1
cacheStateStorage.get.duration,1748961696302000000,1748961756302000000,0
cacheStateStorage.get.counter,1748961696302000000,1748961756302000000,0
WriteAction.executionsCount,1748961696302000000,1748961756302000000,0
AWTEventQueue.dispatchTimeMaxNs,1748961696302000000,1748961756302000000,1130495
NonBlockingReadAction.finalizedExecutionTimeUs,1748961696302000000,1748961756302000000,7427
AWTEventQueue.eventsDispatched,1748961696302000000,1748961756302000000,11
AWTEventQueue.dispatchTimeTotalNS,1748961696302000000,1748961756302000000,4520845
FlushQueue.executionTimeAvgNs,1748961696302000000,1748961756302000000,158789.81818181818
FlushQueue.queueSizeMax,1748961696302000000,1748961756302000000,0
FlushQueue.executionTimeMaxNs,1748961696302000000,1748961756302000000,448511
AWTEventQueue.dispatchTime90PNs,1748961696302000000,1748961756302000000,733183
FlushQueue.queueSizeAvg,1748961696302000000,1748961756302000000,0.0
AWTEventQueue.dispatchTimeAvgNs,1748961696302000000,1748961756302000000,410717.0909090909
FlushQueue.executionTime90PNs,1748961696302000000,1748961756302000000,344063
FlushQueue.queueSize90P,1748961696302000000,1748961756302000000,0
ReadAction.executionsCount,1748961696302000000,1748961756302000000,125858
NonBlockingReadAction.finalizedExecutionsCount,1748961696302000000,1748961756302000000,4
NonBlockingReadAction.failedExecutionTimeUs,1748961696302000000,1748961756302000000,0
FlushQueue.waitingTime90PNs,1748961696302000000,1748961756302000000,643071
FlushQueue.tasksExecuted,1748961696302000000,1748961756302000000,11
FlushQueue.waitingTimeMaxNs,1748961696302000000,1748961756302000000,1007615
NonBlockingReadAction.failedExecutionsCount,1748961696302000000,1748961756302000000,0
FlushQueue.waitingTimeAvgNs,1748961696302000000,1748961756302000000,375528.7272727273
FilePageCache.pageFastCacheHits,1748961696302000000,1748961756302000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1748961696302000000,1748961756302000000,16181
MappedFileStorage.storages,1748961696302000000,1748961756302000000,15
StreamlinedBlobStorage.recordsRelocated,1748961696302000000,1748961756302000000,0
FilePageCache.totalPageLoadsUs,1748961696302000000,1748961756302000000,0
DirectByteBufferAllocator.disposed,1748961696302000000,1748961756302000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1748961696302000000,1748961756302000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1748961696302000000,1748961756302000000,0
StorageLockContext.competingThreads.avg,1748961696302000000,1748961756302000000,0.0
FilePageCache.disposedBuffers,1748961696302000000,1748961756302000000,0
StreamlinedBlobStorage.recordsDeleted,1748961696302000000,1748961756302000000,0
FilePageCache.maxCacheSizeInBytes,1748961696302000000,1748961756302000000,629145600
FilePageCache.pageLoadsAboveSizeThreshold,1748961696302000000,1748961756302000000,0
FilePageCache.capacityInBytes,1748961696302000000,1748961756302000000,629145600
FilePageCache.totalPageDisposalsUs,1748961696302000000,1748961756302000000,0
FilePageCache.uncachedFileAccess,1748961696302000000,1748961756302000000,0
StorageLockContext.competingThreads.90P,1748961696302000000,1748961756302000000,0
DirectByteBufferAllocator.hits,1748961696302000000,1748961756302000000,0
DirectByteBufferAllocator.misses,1748961696302000000,1748961756302000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1748961696302000000,1748961756302000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1748961696302000000,1748961756302000000,0
FilePageCache.pageHits,1748961696302000000,1748961756302000000,0
MappedFileStorage.totalBytesMapped,1748961696302000000,1748961756302000000,198443008
FilePageCache.maxRegisteredFiles,1748961696302000000,1748961756302000000,4606
DirectByteBufferAllocator.reclaimed,1748961696302000000,1748961756302000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1748961696302000000,1748961756302000000,629145600
StorageLockContext.competingThreads.max,1748961696302000000,1748961756302000000,0
MappedFileStorage.totalPagesMapped,1748961696302000000,1748961756302000000,15
FilePageCache.pageLoads,1748961696302000000,1748961756302000000,0
StreamlinedBlobStorage.recordsAllocated,1748961696302000000,1748961756302000000,0
JVM.maxHeapBytes,1748961696302000000,1748961756302000000,891289600
JVM.totalBytesAllocated,1748961696302000000,1748961756302000000,143780856
MEM.ramMinusFileMappingsBytes,1748961696302000000,1748961756302000000,1830088704
JVM.threadCount,1748961696302000000,1748961756302000000,54
JVM.committedHeapBytes,1748961696302000000,1748961756302000000,688914432
JVM.GC.collections,1748961696302000000,1748961756302000000,1
MEM.fileMappingsRamBytes,1748961696302000000,1748961756302000000,536268800
JVM.GC.collectionTimesMs,1748961696302000000,1748961756302000000,4
OS.loadAverage,1748961696302000000,1748961756302000000,1.3818359375
JVM.totalTimeToSafepointsMs,1748961696302000000,1748961756302000000,1
JVM.totalTimeAtSafepointsMs,1748961696302000000,1748961756302000000,7
MEM.ramPlusSwapMinusFileMappingsBytes,1748961696302000000,1748961756302000000,1830088704
JVM.newThreadsCount,1748961696302000000,1748961756302000000,3
JVM.totalSafepointCount,1748961696302000000,1748961756302000000,15
JVM.maxThreadCount,1748961696302000000,1748961756302000000,86
JVM.usedNativeBytes,1748961696302000000,1748961756302000000,309615576
MEM.ramBytes,1748961696302000000,1748961756302000000,2371596288
JVM.usedHeapBytes,1748961696302000000,1748961756302000000,450242096
